Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-011397,6,1.00,"31,283.18","CRC 22,000.00","$9,283.18"
INV-009801,2,2.00,"31,858.41","CRC 22,578.38","$9,280.03"
INV-015497,7,2.00,"45,176.99","CRC 35,900.00","$9,276.99"
INV-003542,3,3.00,"35,575.22","CRC 26,301.77","$9,273.45"
INV-017329,4,4.00,"23,008.84","CRC 13,736.00","$9,272.84"
INV-010385,3,3.00,"26,814.16","CRC 17,544.38","$9,269.78"
INV-007561,3,3.00,"35,309.74","CRC 26,040.92","$9,268.82"
INV-000057,4,4.00,"27,610.62","CRC 18,342.00","$9,268.62"
INV-003459,2,2.00,"42,035.40","CRC 32,768.44","$9,266.96"
INV-016458,1,1.00,"13,840.71","CRC 4,576.00","$9,264.71"
INV-013114,1,1.00,"35,663.72","CRC 26,402.33","$9,261.39"
INV-006500,5,4.00,"40,909.73","CRC 31,654.00","$9,255.73"
INV-009364,2,2.00,"34,867.26","CRC 25,616.00","$9,251.26"
INV-010676,7,7.00,"39,893.81","CRC 30,643.26","$9,250.55"
INV-003512,2,2.00,"35,221.24","CRC 25,973.12","$9,248.12"
INV-002314,8,1.00,"29,247.79","CRC 20,000.00","$9,247.79"
INV-010623,14,2.00,"15,143.36","CRC 5,902.00","$9,241.36"
INV-017112,3,3.00,"32,257.00","CRC 23,016.58","$9,240.42"
INV-006097,2,2.00,"12,831.86","CRC 3,591.50","$9,240.36"
INV-006125,2,2.00,"11,504.42","CRC 2,266.00","$9,238.42"
INV-013287,2,2.00,"46,895.58","CRC 37,660.10","$9,235.48"
INV-012177,2,2.00,"29,734.51","CRC 20,500.00","$9,234.51"
INV-015801,4,4.00,"13,539.83","CRC 4,305.90","$9,233.93"
INV-011237,2,2.00,"46,732.74","CRC 37,500.00","$9,232.74"
INV-011574,2,2.00,"46,732.74","CRC 37,500.00","$9,232.74"
INV-004055,2,2.00,"41,362.83","CRC 32,131.32","$9,231.51"
INV-008049,2,2.00,"28,739.83","CRC 19,508.79","$9,231.04"
INV-009337,7,7.00,"53,628.33","CRC 44,402.02","$9,226.31"
INV-002345,8,8.00,"29,823.01","CRC 20,601.35","$9,221.66"
INV-001685,2,2.00,"35,221.24","CRC 26,000.00","$9,221.24"
INV-005380,2,2.00,"35,221.24","CRC 26,000.00","$9,221.24"
INV-007243,1,1.00,"14,159.29","CRC 4,939.00","$9,220.29"
INV-010987,3,3.00,"35,929.20","CRC 26,711.88","$9,217.32"
INV-017033,3,3.00,"20,000.00","CRC 10,784.50","$9,215.50"
INV-001879,2,2.00,"35,221.24","CRC 26,009.12","$9,212.12"
INV-014996,2,2.00,"15,221.24","CRC 6,011.20","$9,210.04"
INV-008231,1,1.00,"35,309.73","CRC 26,100.00","$9,209.73"
INV-003324,1,1.00,"16,194.69","CRC 6,985.00","$9,209.69"
INV-006252,1,1.00,"16,194.69","CRC 6,985.00","$9,209.69"
INV-008219,1,1.00,"16,194.69","CRC 6,985.00","$9,209.69"
INV-010070,1,1.00,"16,194.69","CRC 6,985.00","$9,209.69"
INV-003337,2,2.00,"35,044.25","CRC 25,835.60","$9,208.65"
INV-007405,1,1.00,"47,139.82","CRC 37,931.88","$9,207.94"
INV-010365,3,3.00,"22,566.37","CRC 13,362.39","$9,203.98"
INV-015785,1,1.00,"23,893.81","CRC 14,690.00","$9,203.81"
INV-003439,3,3.00,"37,761.06","CRC 28,558.55","$9,202.51"
INV-015895,1,1.00,"14,003.54","CRC 4,801.50","$9,202.04"
INV-004987,7,1.00,"26,194.69","CRC 17,000.00","$9,194.69"
INV-001970,4,4.00,"35,044.24","CRC 25,850.00","$9,194.24"
INV-006459,5,5.00,"35,663.72","CRC 26,475.00","$9,188.72"
INV-001794,2,2.00,"35,044.25","CRC 25,860.96","$9,183.29"
INV-006497,9,4.00,"26,327.43","CRC 17,145.60","$9,181.83"
INV-006872,5,5.00,"46,407.08","CRC 37,227.33","$9,179.75"
INV-004407,4,4.00,"19,469.02","CRC 10,290.00","$9,179.02"
INV-007855,2,2.00,"35,044.25","CRC 25,867.51","$9,176.74"
INV-002903,6,6.00,"15,221.24","CRC 6,046.00","$9,175.24"
INV-002585,5,1.00,"31,681.42","CRC 22,508.00","$9,173.42"
INV-008051,2,2.00,"46,569.91","CRC 37,397.78","$9,172.13"
INV-003171,10,10.00,"34,159.29","CRC 24,987.78","$9,171.51"
INV-012728,1,1.00,"35,309.73","CRC 26,140.45","$9,169.28"
INV-011483,10,2.00,"28,141.60","CRC 18,973.62","$9,167.98"
INV-001949,5,1.00,"31,769.91","CRC 22,604.75","$9,165.16"
INV-014879,2,2.00,"34,513.27","CRC 25,350.00","$9,163.27"
INV-003673,2,2.00,"26,106.19","CRC 16,946.93","$9,159.26"
INV-013100,1,1.00,"32,477.88","CRC 23,319.32","$9,158.56"
INV-014721,1,1.00,"46,651.33","CRC 37,500.00","$9,151.33"
INV-003746,13,13.00,"32,743.35","CRC 23,592.20","$9,151.15"
INV-011077,4,4.00,"27,079.64","CRC 17,930.00","$9,149.64"
INV-015389,2,2.00,"21,238.94","CRC 12,091.20","$9,147.74"
INV-006094,1,1.00,"27,433.63","CRC 18,286.24","$9,147.39"
INV-010751,5,5.00,"31,858.41","CRC 22,712.00","$9,146.41"
INV-005255,7,3.00,"23,539.82","CRC 14,393.87","$9,145.95"
INV-004923,2,2.00,"35,044.25","CRC 25,900.00","$9,144.25"
INV-006342,2,2.00,"35,044.25","CRC 25,900.00","$9,144.25"
INV-009020,2,2.00,"35,044.25","CRC 25,900.00","$9,144.25"
INV-014273,2,2.00,"35,044.25","CRC 25,900.00","$9,144.25"
INV-001893,5,1.00,"31,592.92","CRC 22,448.96","$9,143.96"
INV-008714,3,3.00,"35,309.74","CRC 26,168.14","$9,141.60"
INV-008847,1,1.00,"15,876.11","CRC 6,737.50","$9,138.61"
INV-008358,13,1.00,"12,566.37","CRC 3,432.00","$9,134.37"
INV-009335,2,2.00,"35,044.25","CRC 25,920.00","$9,124.25"
INV-004847,1,1.00,"26,548.67","CRC 17,426.84","$9,121.83"
INV-006507,3,3.00,"43,883.19","CRC 34,761.72","$9,121.47"
INV-006250,4,2.00,"31,592.92","CRC 22,472.13","$9,120.79"
INV-006311,1,1.00,"14,778.76","CRC 5,659.50","$9,119.26"
INV-008375,3,3.00,"45,918.58","CRC 36,800.00","$9,118.58"
INV-000797,7,7.00,"54,778.77","CRC 45,664.53","$9,114.24"
INV-006238,1,1.00,"30,973.45","CRC 21,860.42","$9,113.03"
INV-005528,9,9.00,"45,918.57","CRC 36,808.05","$9,110.52"
INV-006763,13,6.00,"20,663.72","CRC 11,554.61","$9,109.11"
INV-006251,1,1.00,"34,955.75","CRC 25,849.35","$9,106.40"
INV-006374,1,1.00,"34,955.75","CRC 25,849.35","$9,106.40"
INV-002740,11,1.00,"26,106.20","CRC 17,000.00","$9,106.20"
INV-003711,11,1.00,"26,106.20","CRC 17,000.00","$9,106.20"
INV-007244,11,1.00,"26,106.20","CRC 17,000.00","$9,106.20"
INV-009615,11,1.00,"26,106.20","CRC 17,000.00","$9,106.20"
INV-011073,11,1.00,"26,106.20","CRC 17,000.00","$9,106.20"
INV-004875,13,2.00,"11,371.68","CRC 2,266.00","$9,105.68"
INV-016044,4,4.00,"22,654.87","CRC 13,564.76","$9,090.11"
INV-011434,1,1.00,"31,752.21","CRC 22,666.21","$9,086.00"
INV-014958,4,4.00,"22,699.12","CRC 13,614.50","$9,084.62"
INV-015586,9,3.00,"35,660.18","CRC 26,575.73","$9,084.45"
INV-012096,3,3.00,"21,592.92","CRC 12,510.80","$9,082.12"
INV-006547,3,1.00,"13,008.85","CRC 3,927.00","$9,081.85"
INV-007773,2,2.00,"46,081.42","CRC 37,000.00","$9,081.42"
INV-011284,2,2.00,"46,081.42","CRC 37,000.00","$9,081.42"
INV-016217,1,1.00,"12,389.38","CRC 3,312.25","$9,077.13"
INV-010201,3,3.00,"34,601.76","CRC 25,530.00","$9,071.76"
INV-011863,1,1.00,"34,070.80","CRC 25,000.00","$9,070.80"
INV-014333,2,2.00,"34,690.27","CRC 25,621.80","$9,068.47"
INV-003820,4,2.00,"16,548.67","CRC 7,483.63","$9,065.04"
INV-006649,4,4.00,"45,755.76","CRC 36,693.46","$9,062.30"
INV-007322,1,1.00,"16,364.60","CRC 7,304.00","$9,060.60"
INV-010902,4,4.00,"22,796.46","CRC 13,736.00","$9,060.46"
INV-011560,4,4.00,"22,796.46","CRC 13,736.00","$9,060.46"
INV-013667,4,4.00,"22,796.46","CRC 13,736.00","$9,060.46"
INV-015144,4,4.00,"22,796.46","CRC 13,736.00","$9,060.46"
INV-015556,4,4.00,"22,796.46","CRC 13,736.00","$9,060.46"
INV-008440,2,2.00,"34,867.26","CRC 25,809.68","$9,057.58"
INV-010644,3,3.00,"36,017.70","CRC 26,960.16","$9,057.54"
INV-011156,6,6.00,"24,955.76","CRC 15,900.60","$9,055.16"
INV-015473,3,3.00,"34,424.78","CRC 25,372.30","$9,052.48"
INV-009096,2,2.00,"17,265.49","CRC 8,215.50","$9,049.99"
INV-004868,2,2.00,"34,690.27","CRC 25,640.40","$9,049.87"
INV-007087,2,2.00,"34,424.78","CRC 25,381.07","$9,043.71"
INV-000304,19,19.00,"66,814.18","CRC 57,773.06","$9,041.12"
INV-008957,2,2.00,"42,499.12","CRC 33,462.14","$9,036.98"
INV-017454,9,4.00,"18,805.31","CRC 9,768.35","$9,036.96"
INV-013385,3,3.00,"27,111.51","CRC 18,077.60","$9,033.91"
INV-015598,3,3.00,"20,619.47","CRC 11,588.00","$9,031.47"
INV-015945,2,2.00,"23,610.62","CRC 14,580.00","$9,030.62"
INV-013159,2,2.00,"19,924.78","CRC 10,895.12","$9,029.66"
INV-009663,1,1.00,"22,123.89","CRC 13,095.17","$9,028.72"
INV-014066,2,2.00,"14,980.53","CRC 5,955.00","$9,025.53"
INV-017153,1,1.00,"21,690.00","CRC 12,665.00","$9,025.00"
INV-014817,3,3.00,"34,424.78","CRC 25,401.68","$9,023.10"
INV-010327,8,2.00,"34,555.75","CRC 25,534.04","$9,021.71"
INV-003284,1,1.00,"28,053.10","CRC 19,032.09","$9,021.01"
INV-006562,1,1.00,"30,088.50","CRC 21,067.94","$9,020.56"
INV-004520,14,7.00,"27,654.86","CRC 18,639.18","$9,015.68"
INV-006825,2,2.00,"34,601.77","CRC 25,592.60","$9,009.17"
INV-005256,2,2.00,"14,513.27","CRC 5,505.50","$9,007.77"
INV-015403,1,1.00,"15,132.74","CRC 6,125.27","$9,007.47"
INV-001467,4,4.00,"37,699.12","CRC 28,691.81","$9,007.31"
INV-016731,7,1.00,"19,507.09","CRC 10,500.00","$9,007.09"
INV-005452,1,1.00,"13,716.81","CRC 4,713.50","$9,003.31"
INV-006324,1,1.00,"13,716.81","CRC 4,713.50","$9,003.31"
INV-006849,1,1.00,"13,716.81","CRC 4,713.50","$9,003.31"
INV-007568,1,1.00,"13,716.81","CRC 4,713.50","$9,003.31"
INV-016317,1,1.00,"13,716.81","CRC 4,713.50","$9,003.31"
INV-008893,1,1.00,"34,601.77","CRC 25,600.00","$9,001.77"
INV-010261,6,6.00,"16,814.16","CRC 7,813.00","$9,001.16"
INV-005510,3,2.00,"44,900.89","CRC 35,900.00","$9,000.89"
INV-015434,2,2.00,"29,203.54","CRC 20,205.00","$8,998.54"
INV-015639,2,2.00,"29,203.54","CRC 20,205.00","$8,998.54"
INV-015692,2,2.00,"29,203.54","CRC 20,205.00","$8,998.54"
INV-006228,2,2.00,"21,858.41","CRC 12,859.90","$8,998.51"
INV-000647,1,1.00,"14,601.77","CRC 5,604.50","$8,997.27"
INV-014179,1,1.00,"32,477.88","CRC 23,481.00","$8,996.88"
INV-005309,1,1.00,"30,088.50","CRC 21,092.26","$8,996.24"
INV-012659,4,1.00,"21,194.69","CRC 12,200.00","$8,994.69"
INV-003144,2,2.00,"40,353.98","CRC 31,360.88","$8,993.10"
INV-006995,6,6.00,"35,221.24","CRC 26,230.02","$8,991.22"
INV-008549,4,4.00,"14,159.29","CRC 5,170.00","$8,989.29"
INV-016856,1,1.00,"14,159.29","CRC 5,170.00","$8,989.29"
INV-001851,8,8.00,"33,982.30","CRC 25,000.00","$8,982.30"
INV-000611,4,2.00,"64,336.29","CRC 55,357.94","$8,978.35"
INV-011456,1,1.00,"34,424.78","CRC 25,447.92","$8,976.86"
INV-006950,2,2.00,"18,562.83","CRC 9,586.40","$8,976.43"
INV-014666,1,1.00,"45,837.17","CRC 36,863.00","$8,974.17"
INV-010816,1,1.00,"30,973.45","CRC 22,000.00","$8,973.45"
INV-008455,3,3.00,"34,778.76","CRC 25,805.54","$8,973.22"
INV-006356,5,4.00,"19,271.00","CRC 10,300.00","$8,971.00"
INV-016917,9,1.00,"25,969.00","CRC 17,000.00","$8,969.00"
INV-016471,2,2.00,"32,403.54","CRC 23,440.88","$8,962.66"
INV-010581,5,2.00,"44,685.13","CRC 35,729.32","$8,955.81"
INV-004827,2,2.00,"34,336.28","CRC 25,380.84","$8,955.44"
INV-016413,5,5.00,"24,506.21","CRC 15,555.19","$8,951.02"
INV-009922,4,4.00,"22,145.13","CRC 13,198.00","$8,947.13"
INV-009991,4,4.00,"22,145.13","CRC 13,198.00","$8,947.13"
INV-016259,1,1.00,"29,146.90","CRC 20,200.00","$8,946.90"
INV-004901,4,4.00,"36,902.65","CRC 27,956.72","$8,945.93"
INV-002020,12,6.00,"37,584.06","CRC 28,639.91","$8,944.15"
INV-012750,2,2.00,"40,545.13","CRC 31,604.71","$8,940.42"
INV-003141,4,1.00,"12,256.63","CRC 3,316.50","$8,940.13"
INV-013612,4,1.00,"12,256.63","CRC 3,316.50","$8,940.13"
INV-000957,1,1.00,"58,230.09","CRC 49,290.02","$8,940.07"
INV-000735,7,1.00,"28,938.06","CRC 20,000.00","$8,938.06"
INV-001581,5,5.00,"88,938.06","CRC 80,000.24","$8,937.82"
INV-013065,4,4.00,"29,026.55","CRC 20,091.00","$8,935.55"
INV-003908,6,6.00,"36,460.18","CRC 27,528.00","$8,932.18"
INV-006169,2,1.00,"30,000.00","CRC 21,068.08","$8,931.92"
INV-013928,1,1.00,"45,511.50","CRC 36,580.00","$8,931.50"
INV-003653,3,3.00,"33,805.32","CRC 24,877.36","$8,927.96"
INV-014456,13,1.00,"31,426.55","CRC 22,500.77","$8,925.78"
INV-010830,6,4.00,"41,847.78","CRC 32,922.00","$8,925.78"
INV-016650,4,4.00,"14,159.30","CRC 5,233.60","$8,925.70"
INV-009247,2,2.00,"12,389.38","CRC 3,465.00","$8,924.38"
INV-009916,11,1.00,"22,035.40","CRC 13,113.85","$8,921.55"
INV-016013,11,2.00,"11,017.70","CRC 2,101.00","$8,916.70"
INV-011850,14,14.00,"29,424.77","CRC 20,510.00","$8,914.77"
INV-016569,1,1.00,"23,362.83","CRC 14,450.00","$8,912.83"
INV-016088,1,1.00,"21,988.00","CRC 13,075.77","$8,912.23"
INV-016131,10,1.00,"10,809.73","CRC 1,899.93","$8,909.80"
INV-015026,4,4.00,"46,895.57","CRC 37,987.14","$8,908.43"
INV-013661,3,3.00,"32,212.39","CRC 23,310.98","$8,901.41"
INV-010562,2,2.00,"23,539.82","CRC 14,639.08","$8,900.74"
INV-004718,3,1.00,"32,389.38","CRC 23,500.00","$8,889.38"
INV-009341,2,2.00,"45,592.92","CRC 36,707.39","$8,885.53"
INV-000228,5,5.00,"54,336.28","CRC 45,451.71","$8,884.57"
INV-005905,2,2.00,"34,159.29","CRC 25,280.02","$8,879.27"
INV-012646,4,4.00,"34,247.79","CRC 25,369.25","$8,878.54"
INV-012718,4,1.00,"12,194.69","CRC 3,316.50","$8,878.19"
INV-007556,1,1.00,"14,817.70","CRC 5,940.00","$8,877.70"
INV-006709,7,7.00,"46,283.18","CRC 37,410.05","$8,873.13"
INV-014410,3,3.00,"48,141.59","CRC 39,271.42","$8,870.17"
INV-008690,3,3.00,"43,069.03","CRC 34,200.00","$8,869.03"
INV-012242,2,2.00,"35,309.74","CRC 26,445.13","$8,864.61"
INV-011603,3,3.00,"14,336.28","CRC 5,473.00","$8,863.28"
INV-001589,7,7.00,"33,628.32","CRC 24,768.14","$8,860.18"
INV-007207,2,2.00,"33,982.30","CRC 25,123.00","$8,859.30"
INV-005992,3,3.00,"49,419.47","CRC 40,562.47","$8,857.00"
INV-005709,2,2.00,"31,150.44","CRC 22,293.81","$8,856.63"
INV-005700,2,2.00,"31,504.42","CRC 22,650.75","$8,853.67"
INV-000646,1,1.00,"58,053.10","CRC 49,200.00","$8,853.10"
INV-011202,2,2.00,"45,023.01","CRC 36,171.80","$8,851.21"
INV-014235,1,1.00,"22,123.89","CRC 13,274.34","$8,849.55"
INV-009678,2,2.00,"45,104.42","CRC 36,254.96","$8,849.46"
INV-000485,8,8.00,"57,787.61","CRC 48,939.14","$8,848.47"
INV-007211,5,5.00,"31,150.45","CRC 22,302.80","$8,847.65"
INV-008325,6,6.00,"27,433.63","CRC 18,590.00","$8,843.63"
INV-006898,1,1.00,"15,387.61","CRC 6,545.00","$8,842.61"
INV-015106,1,1.00,"15,387.61","CRC 6,545.00","$8,842.61"
INV-011055,5,5.00,"44,046.02","CRC 35,205.33","$8,840.69"
INV-011671,9,4.00,"32,688.49","CRC 23,850.16","$8,838.33"
INV-015998,4,4.00,"26,482.31","CRC 17,648.01","$8,834.30"
INV-009239,3,3.00,"16,201.78","CRC 7,368.50","$8,833.28"
INV-014326,2,2.00,"19,621.24","CRC 10,788.00","$8,833.24"
INV-005870,3,3.00,"48,768.14","CRC 39,940.17","$8,827.97"
INV-003309,3,3.00,"39,681.42","CRC 30,854.69","$8,826.73"
INV-003753,1,1.00,"33,805.31","CRC 24,981.00","$8,824.31"
INV-014868,2,2.00,"45,267.26","CRC 36,445.54","$8,821.72"
INV-007003,2,2.00,"33,805.31","CRC 24,984.90","$8,820.41"
INV-002140,2,2.00,"51,504.42","CRC 42,685.00","$8,819.42"
INV-003469,2,2.00,"13,274.34","CRC 4,456.29","$8,818.05"
INV-007826,5,5.00,"47,221.23","CRC 38,405.73","$8,815.50"
INV-005251,12,2.00,"32,880.53","CRC 24,065.98","$8,814.55"
INV-012073,3,3.00,"31,858.41","CRC 23,049.97","$8,808.44"
INV-000207,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-000227,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-000614,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-000664,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-000846,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-002120,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-002494,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-002568,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-002626,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-003913,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-003981,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004049,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004281,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004372,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004461,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004773,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-004842,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-005311,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-005566,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-006070,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-006687,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-007044,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-007072,2,2.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-007171,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-009201,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-009357,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-009598,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-009715,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-010556,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-010939,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-010998,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-011203,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-011353,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-011597,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-012958,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-013016,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-014542,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-014616,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-015395,1,1.00,"33,805.31","CRC 25,000.00","$8,805.31"
INV-001039,2,2.00,"33,805.30","CRC 25,000.00","$8,805.30"
INV-001040,2,2.00,"33,805.30","CRC 25,000.00","$8,805.30"
INV-008167,2,2.00,"26,725.66","CRC 17,920.60","$8,805.06"
INV-008539,2,2.00,"26,725.66","CRC 17,920.60","$8,805.06"
INV-012688,2,2.00,"26,725.66","CRC 17,920.60","$8,805.06"
INV-010705,2,2.00,"44,941.59","CRC 36,137.44","$8,804.15"
INV-013698,2,2.00,"44,615.92","CRC 35,812.38","$8,803.54"
INV-008313,1,1.00,"15,840.71","CRC 7,038.95","$8,801.76"
INV-008314,1,1.00,"15,840.71","CRC 7,038.95","$8,801.76"
INV-009333,1,1.00,"15,840.71","CRC 7,038.95","$8,801.76"
INV-001805,3,3.00,"37,433.62","CRC 28,632.74","$8,800.88"
INV-005941,5,5.00,"33,539.82","CRC 24,739.44","$8,800.38"
INV-004726,1,1.00,"33,893.81","CRC 25,100.00","$8,793.81"
INV-014278,1,1.00,"15,530.97","CRC 6,737.50","$8,793.47"
INV-008550,9,4.00,"29,159.29","CRC 20,366.20","$8,793.09"
INV-006465,8,8.00,"49,557.52","CRC 40,765.04","$8,792.48"
INV-009232,1,1.00,"32,743.36","CRC 23,951.44","$8,791.92"
INV-014178,3,3.00,"40,789.39","CRC 32,000.00","$8,789.39"
INV-009671,6,6.00,"47,787.61","CRC 39,000.00","$8,787.61"
INV-006363,2,2.00,"59,759.30","CRC 50,973.00","$8,786.30"
INV-007963,2,2.00,"44,453.10","CRC 35,670.38","$8,782.72"
INV-011021,5,5.00,"31,327.44","CRC 22,545.50","$8,781.94"
INV-006792,2,2.00,"44,778.76","CRC 36,000.00","$8,778.76"
INV-008159,2,2.00,"44,778.76","CRC 36,000.00","$8,778.76"
INV-010236,2,2.00,"44,778.76","CRC 36,000.00","$8,778.76"
INV-011197,2,2.00,"44,778.76","CRC 36,000.00","$8,778.76"
INV-010108,3,3.00,"33,716.81","CRC 24,942.96","$8,773.85"
INV-002931,1,1.00,"33,628.32","CRC 24,856.43","$8,771.89"
INV-016687,8,4.00,"20,170.82","CRC 11,400.00","$8,770.82"
INV-006442,1,1.00,"13,274.34","CRC 4,504.50","$8,769.84"
INV-007758,1,1.00,"13,274.34","CRC 4,504.50","$8,769.84"
INV-007760,1,1.00,"13,274.34","CRC 4,504.50","$8,769.84"
INV-006736,2,1.00,"24,646.01","CRC 15,876.47","$8,769.54"
INV-009485,2,2.00,"29,146.91","CRC 20,377.92","$8,768.99"
INV-006158,3,3.00,"15,929.20","CRC 7,160.55","$8,768.65"
INV-013946,6,6.00,"37,451.33","CRC 28,688.84","$8,762.49"
INV-011878,8,8.00,"36,474.33","CRC 27,712.23","$8,762.10"
INV-016262,3,3.00,"16,017.70","CRC 7,256.15","$8,761.55"
INV-002759,12,2.00,"28,402.66","CRC 19,645.70","$8,756.96"
INV-000291,2,2.00,"33,274.34","CRC 24,520.80","$8,753.54"
INV-016434,1,1.00,"22,920.35","CRC 14,170.18","$8,750.17"
INV-000747,1,1.00,"33,750.00","CRC 25,000.00","$8,750.00"
INV-004078,1,1.00,"14,880.53","CRC 6,132.50","$8,748.03"
INV-001255,11,6.00,"51,637.16","CRC 42,890.80","$8,746.36"
INV-017463,1,1.00,"28,740.00","CRC 20,000.00","$8,740.00"
INV-010111,7,7.00,"25,132.75","CRC 16,392.82","$8,739.93"
INV-016777,1,1.00,"28,739.82","CRC 20,000.00","$8,739.82"
INV-017111,3,3.00,"33,292.00","CRC 24,555.46","$8,736.54"
INV-000456,5,5.00,"14,159.30","CRC 5,423.00","$8,736.30"
INV-014345,1,1.00,"13,185.84","CRC 4,450.00","$8,735.84"
INV-009190,6,2.00,"39,730.97","CRC 31,000.00","$8,730.97"
INV-013894,1,1.00,"33,628.32","CRC 24,897.50","$8,730.82"
INV-013784,5,2.00,"14,207.08","CRC 5,478.50","$8,728.58"
INV-011965,2,2.00,"23,185.84","CRC 14,459.70","$8,726.14"
INV-013945,2,2.00,"32,300.89","CRC 23,575.00","$8,725.89"
INV-014960,4,4.00,"21,819.47","CRC 13,095.00","$8,724.47"
INV-010985,5,5.00,"33,893.80","CRC 25,172.98","$8,720.82"
INV-008136,3,3.00,"12,293.81","CRC 3,575.00","$8,718.81"
INV-010866,9,1.00,"38,707.97","CRC 29,990.00","$8,717.97"
INV-013087,2,2.00,"44,615.93","CRC 35,900.00","$8,715.93"
INV-011841,1,1.00,"33,451.33","CRC 24,737.50","$8,713.83"
INV-001633,2,2.00,"25,221.24","CRC 16,507.80","$8,713.44"
INV-009543,1,1.00,"33,362.83","CRC 24,650.00","$8,712.83"
INV-000463,15,3.00,"36,283.18","CRC 27,571.42","$8,711.76"
INV-006989,36,36.00,"41,033.63","CRC 32,328.00","$8,705.63"
INV-004246,2,2.00,"33,097.34","CRC 24,397.02","$8,700.32"
INV-003833,2,2.00,"33,097.35","CRC 24,400.00","$8,697.35"
INV-017498,2,2.00,"23,274.37","CRC 14,580.00","$8,694.37"
INV-002071,5,5.00,"40,619.47","CRC 31,926.13","$8,693.34"
INV-003800,15,3.00,"25,221.23","CRC 16,532.33","$8,688.90"
INV-011815,2,2.00,"10,909.74","CRC 2,222.00","$8,687.74"
INV-002370,6,4.00,"33,274.34","CRC 24,587.12","$8,687.22"
INV-008010,2,2.00,"13,097.35","CRC 4,411.00","$8,686.35"
INV-016293,2,2.00,"13,274.34","CRC 4,588.31","$8,686.03"
INV-003860,2,2.00,"33,185.84","CRC 24,500.00","$8,685.84"
INV-011877,8,4.00,"46,902.66","CRC 38,217.20","$8,685.46"
INV-002818,2,2.00,"39,176.99","CRC 30,499.15","$8,677.84"
INV-005349,1,1.00,"25,663.72","CRC 16,990.00","$8,673.72"
INV-010613,2,2.00,"34,867.26","CRC 26,194.86","$8,672.40"
INV-002078,1,1.00,"33,185.84","CRC 24,520.00","$8,665.84"
INV-002570,10,1.00,"25,265.49","CRC 16,600.00","$8,665.49"
INV-016294,3,3.00,"21,769.92","CRC 13,105.00","$8,664.92"
INV-004319,4,1.00,"30,663.71","CRC 22,000.00","$8,663.71"
INV-000439,2,2.00,"14,159.29","CRC 5,500.00","$8,659.29"
INV-012577,13,1.00,"28,658.41","CRC 20,000.00","$8,658.41"
INV-005323,1,1.00,"13,274.34","CRC 4,620.00","$8,654.34"
INV-013030,1,1.00,"23,008.85","CRC 14,355.00","$8,653.85"
INV-005569,6,6.00,"29,292.03","CRC 20,640.44","$8,651.59"
INV-007345,1,1.00,"13,716.81","CRC 5,065.50","$8,651.31"
INV-016750,1,1.00,"13,716.81","CRC 5,065.50","$8,651.31"
