b.Product_ID,i.InQty,o.OutQty,On_Hand_Qty
4198696000000143191,20,,20
4198696000000141976,10,,10
4198696000000138331,20,,20
4198696000000139312,10,,10
4198696000000144055,20,,20
4198696000000138376,5,,5
4198696000000138403,5,,5
4198696000000138304,200,,200
4198696000000141886,6,,6
4198696000000669831,2,,2
4198696000000669534,3,,3
4198696000000670137,1,,1
4198696000000678358,2,,2
4198696000000678529,4,,4
4198696000000677125,10,,10
4198696000000676828,12,,12
4198696000000844210,12,,12
4198696000000862615,5,,5
4198696000000861481,10,,10
4198696000000864100,2,,2
4198696000000866062,3,,3
4198696000000864604,4,,4
4198696000000864613,8,,8
4198696000000864667,2,,2
4198696000000899754,12,,12
4198696000000898917,10,,10
4198696000000899106,5,,5
4198696000000899142,5,,5
4198696000000898674,5,,5
4198696000000897279,3,,3
4198696000000897486,2,,2
4198696000000898323,2,,2
4198696000001045632,4,,4
4198696000001045974,5,,5
4198696000001046235,5,,5
4198696000001046343,4,,4
4198696000001046514,5,,5
4198696000001046730,1,,1
4198696000001039906,100,,100
4198696000001040095,40,,40
4198696000001040248,50,,50
4198696000001040563,20,,20
4198696000001096349,3,,3
4198696000001407461,1,,1
4198696000001406795,2,,2
4198696000001612007,2,,2
4198696000001610540,4,,4
4198696000001610828,4,,4
4198696000001685075,2,,2
4198696000003025918,3,,3
4198696000003679363,3,,3
4198696000003952278,2,,2
4198696000004629462,100,,100
4198696000004777779,1,,1
4198696000005321112,6,,6
4198696000005450387,3,,3
4198696000003679439,3,,3
4198696000008585113,1,,1
4198696000009101003,1,,1
4198696000009409956,2,,2
4198696000010972924,1,,1
4198696000010972933,1,,1
4198696000003059168,5,,5
4198696000011064227,2,,2
4198696000011064254,2,,2
4198696000011516367,4,,4
4198696000012114667,4,,4
4198696000012188168,2,,2
4198696000012225134,4,,4
4198696000012225179,4,,4
4198696000012360255,4,,4
4198696000012368057,4,,4
4198696000012368106,10,,10
4198696000012371037,4,,4
4198696000012819081,2,,2
4198696000014500492,8,,8
4198696000015821525,4,,4
4198696000016302189,2,,2
4198696000016373100,2,,2
4198696000018731491,2,,2
4198696000018843371,2,,2
4198696000026031975,2,,2
4198696000000141391,40,,40
4198696000000141202,36,,36
4198696000000137485,50,,50
4198696000000139555,30,,30
4198696000000140095,10,,10
4198696000000141913,5,,5
4198696000000137062,6,,6
4198696000000142786,20,,20
4198696000000144361,10,,10
4198696000000138736,50,,50
4198696000000678178,2,,2
4198696000000677161,10,,10
4198696000000861022,4,,4
4198696000000864973,8,,8
4198696000001046010,5,,5
4198696000001046424,3,,3
4198696000001046784,5,,5
4198696000001407551,2,,2
4198696000001407389,2,,2
4198696000001612070,2,,2
4198696000001612628,2,,2
4198696000007812272,200,,200
4198696000011064245,1,,1
4198696000011516578,1,,1
4198696000012410821,4,,4
4198696000019129792,1,,1
4198696000000144550,20,,20
4198696000000864433,4,,4
4198696000000898305,2,,2
4198696000001045902,2,,2
4198696000001613699,1,,1
4198696000000141355,40,8,32
4198696000000141382,40,4,36
4198696000000143011,12,2,10
4198696000000138088,50,2,48
4198696000000137872,47,1,46
4198696000000140329,11,3,8
4198696000000144226,10,1,9
4198696000000136873,6,1,5
4198696000000136531,27,9,18
4198696000000143209,20,6,14
4198696000000143272,20,2,18
4198696000000138295,58,32,26
4198696000000139159,30,1,29
4198696000000142363,100,2,98
4198696000000142453,100,4,96
4198696000000143839,51,6,45
4198696000000144478,50,1,49
4198696000000143407,10,5,5
4198696000000143443,10,3,7
4198696000000143479,110,17,93
4198696000000588349,68,35,33
4198696000000602572,86,81,5
4198696000000670506,33,13,20
4198696000000670551,5,5,0
4198696000000669669,5,3,2
4198696000000669750,15,15,0
4198696000000669804,4,4,0
4198696000000670785,5,5,0
4198696000000679051,7,6,1
4198696000000678727,5,2,3
4198696000000678934,9,2,7
4198696000000678205,7,3,4
4198696000000677710,6,3,3
4198696000000677512,3,1,2
4198696000000678565,7,3,4
4198696000000844372,20,20,0
4198696000000844147,48,15,33
4198696000000844174,12,2,10
4198696000000862534,5,1,4
4198696000000862831,8,4,4
4198696000000860761,10,3,7
4198696000000860770,21,17,4
4198696000000860950,10,1,9
4198696000000861094,8,5,3
4198696000000861175,34,26,8
4198696000000861526,12,7,5
4198696000000861589,10,6,4
4198696000000866080,3,2,1
4198696000000866179,3,1,2
4198696000000861643,3,3,0
4198696000000861724,32,22,10
4198696000000862129,10,5,5
4198696000000862471,25,17,8
4198696000000864289,8,5,3
4198696000000864496,13,9,4
4198696000000899439,2,1,1
4198696000000899628,14,4,10
4198696000000899790,60,49,11
4198696000000899232,5,2,3
4198696000000897441,3,3,0
4198696000001045578,5,5,0
4198696000001046190,6,6,0
4198696000001046226,6,1,5
4198696000001039942,6,1,5
4198696000001040176,36,1,35
4198696000001086403,19,9,10
4198696000001223125,2,2,0
4198696000001363089,1,1,0
4198696000001441123,2,2,0
4198696000001441114,1,1,0
4198696000001408163,12,8,4
4198696000001408190,4,1,3
4198696000001408145,2,2,0
4198696000001408334,5,3,2
4198696000001407074,2,1,1
4198696000001406930,3,1,2
4198696000001614275,1,1,0
4198696000001614392,2,1,1
4198696000001614923,10,6,4
4198696000001614995,6,6,0
4198696000001615103,2,2,0
4198696000001615193,2,2,0
4198696000001613429,12,9,3
4198696000001613618,2,1,1
4198696000001611863,20,16,4
4198696000001611989,31,25,6
4198696000001613096,7,3,4
4198696000001610837,10,7,3
4198696000001610936,11,7,4
4198696000001610288,49,43,6
4198696000001674260,8,4,4
4198696000001674787,5,1,4
4198696000001674967,9,7,2
4198696000001685066,2,1,1
4198696000002023046,2,2,0
4198696000002192027,2,1,1
4198696000002373048,1,1,0
4198696000002481561,2,2,0
4198696000002574067,17,16,1
4198696000002572932,10,6,4
4198696000002614192,1,1,0
4198696000002664190,3,3,0
4198696000002664534,3,3,0
4198696000002722215,176,149,27
4198696000000863497,9,7,2
4198696000002921409,1,1,0
4198696000002957052,1,1,0
4198696000003025346,1,1,0
4198696000003065901,15,14,1
4198696000003168326,20,12,8
4198696000003168210,6,6,0
4198696000003270093,6,4,2
4198696000003375251,2,2,0
4198696000003522632,2,2,0
4198696000003722432,8,8,0
4198696000003722155,1,1,0
4198696000003753883,2,2,0
4198696000003776185,1,1,0
4198696000003913106,8,5,3
4198696000003679236,119,98,21
4198696000004241181,2,2,0
4198696000004339486,2,2,0
4198696000004421232,200,1,199
4198696000003952114,3,1,2
4198696000004655485,9,9,0
4198696000004764051,100,2,98
4198696000004796042,8,6,2
4198696000004882469,10,10,0
4198696000005037449,2,2,0
4198696000005166764,6,2,4
4198696000005169173,4,2,2
4198696000005169115,24,13,11
4198696000005207478,10,6,4
4198696000005207655,1,1,0
4198696000005279678,11,5,6
4198696000005304931,1,1,0
4198696000005387526,12,9,3
4198696000005433582,1,1,0
4198696000005387818,8,7,1
4198696000005387544,5,1,4
4198696000005543820,1,1,0
4198696000005556146,2,2,0
4198696000005564436,2,2,0
4198696000005590071,4,2,2
4198696000005814046,1,1,0
4198696000005387773,18,14,4
4198696000005914693,2,1,1
4198696000006468156,1,1,0
4198696000006515023,10,10,0
4198696000006545561,3,1,2
4198696000006583221,7,6,1
4198696000006681228,2,2,0
4198696000006616214,2,2,0
4198696000006784179,2,1,1
4198696000006998036,1,1,0
4198696000007151186,1,1,0
4198696000007279513,2,2,0
4198696000007344500,22,17,5
4198696000007509365,23,17,6
4198696000007537390,4,4,0
4198696000007542156,1,1,0
4198696000007681718,2,2,0
4198696000007744001,12,5,7
4198696000007744699,8,4,4
4198696000007744495,2,2,0
4198696000007762408,1,1,0
4198696000007837093,10,6,4
4198696000007892517,3,3,0
4198696000007923181,2,2,0
4198696000007971839,2,2,0
4198696000008096602,2,2,0
4198696000008126093,4,2,2
4198696000008184156,2,2,0
4198696000008244473,2,2,0
4198696000008244455,2,2,0
4198696000008585945,1,1,0
4198696000008481117,2,2,0
4198696000008622963,3,2,1
4198696000007811543,101,54,47
4198696000007811489,100,2,98
4198696000007812029,100,2,98
4198696000009002126,1,1,0
4198696000009345230,40,31,9
4198696000009503346,4,3,1
4198696000009503304,6,4,2
4198696000009817156,1,1,0
4198696000009852384,4,2,2
4198696000009852846,6,5,1
4198696000009867437,1,1,0
4198696000009959052,8,6,2
4198696000010053041,3,2,1
4198696000010287157,1,1,0
4198696000010328406,11,9,2
4198696000010348128,4,2,2
4198696000010559308,1,1,0
4198696000010636095,10,8,2
4198696000010661338,2,2,0
4198696000010754003,9,3,6
4198696000010795129,1,1,0
4198696000010805138,50,2,48
4198696000010915976,16,10,6
4198696000010936519,17,9,8
4198696000010936629,2,2,0
4198696000011228769,16,12,4
4198696000011064535,4,3,1
4198696000011063629,15,8,7
4198696000011107414,2,2,0
4198696000011316877,6,4,2
4198696000011409257,1,1,0
4198696000011326270,6,3,3
4198696000011108198,2,2,0
4198696000011594820,1,1,0
4198696000011622666,9,3,6
4198696000011638592,2,1,1
4198696000011718559,2,2,0
4198696000012033684,2,2,0
4198696000012342095,4,2,2
4198696000012365072,4,2,2
4198696000012995959,1,1,0
4198696000013045063,6,2,4
4198696000013254217,3,1,2
4198696000013348952,1,1,0
4198696000013348961,1,1,0
4198696000013406485,29,23,6
4198696000013514759,6,4,2
4198696000013704228,1,1,0
4198696000014025877,5,1,4
4198696000014062224,4,2,2
4198696000014370276,8,4,4
4198696000014593187,4,1,3
4198696000014709587,1,1,0
4198696000014823600,1,1,0
4198696000014873156,7,4,3
4198696000015082292,1,1,0
4198696000015082341,1,1,0
4198696000015094077,2,2,0
4198696000015094650,10,8,2
4198696000015145484,2,2,0
4198696000015164318,2,2,0
4198696000015213734,1,1,0
4198696000015314183,1,1,0
4198696000015715962,1,1,0
4198696000015852003,15,11,4
4198696000015960387,1,1,0
4198696000016245457,1,1,0
4198696000016370594,2,1,1
4198696000016393186,3,3,0
4198696000016474002,2,2,0
4198696000016620873,1,1,0
4198696000016976938,2,2,0
4198696000017496812,1,1,0
4198696000017698496,1,1,0
4198696000017627218,1,1,0
4198696000017627780,3,3,0
4198696000017634774,1,1,0
4198696000017644376,2,2,0
4198696000017812035,2,2,0
4198696000017936408,1,1,0
4198696000018140134,4,3,1
4198696000018170172,1,1,0
4198696000018185512,1,1,0
4198696000018234946,2,2,0
4198696000018262859,1,1,0
4198696000018519214,1,1,0
4198696000018519450,16,8,8
4198696000018727460,8,7,1
4198696000018727928,2,2,0
4198696000018843015,1,1,0
4198696000018843673,2,2,0
4198696000018914257,4,4,0
4198696000018934858,5,5,0
4198696000019192748,2,2,0
4198696000019243310,4,4,0
4198696000019394625,2,2,0
4198696000019778019,2,2,0
4198696000019922017,1,1,0
4198696000020118540,1,1,0
4198696000020183265,2,2,0
4198696000020231667,1,1,0
4198696000020231968,130,109,21
4198696000020248158,4,4,0
4198696000020424034,1,1,0
4198696000020447084,1,1,0
4198696000020630519,2,2,0
4198696000020529060,1,1,0
4198696000020765486,1,1,0
4198696000020630264,1,1,0
4198696000020698252,2,1,1
4198696000020878040,2,2,0
4198696000020885196,1,1,0
4198696000020901225,2,1,1
4198696000021134185,1,1,0
4198696000021426083,2,2,0
4198696000021832000,2,2,0
4198696000021891855,1,1,0
4198696000022194488,2,2,0
4198696000022256971,1,1,0
4198696000022376067,2,2,0
4198696000022937025,2,2,0
4198696000022937051,1,1,0
4198696000022937584,1,1,0
4198696000023024672,1,1,0
4198696000023024117,1,1,0
4198696000023076082,4,4,0
4198696000023124327,1,1,0
4198696000023124504,1,1,0
4198696000023434433,3,1,2
4198696000023615715,1,1,0
4198696000023852253,2,2,0
4198696000023999389,1,1,0
4198696000024259299,2,2,0
4198696000024259735,2,2,0
4198696000024318239,1,1,0
4198696000024519573,2,2,0
4198696000024690679,1,1,0
4198696000024931777,1,1,0
4198696000025233655,2,2,0
4198696000025233889,1,1,0
4198696000000678952,6,3,3
4198696000001096457,3,1,2
4198696000000862939,6,2,4
4198696000007812380,100,2,98
4198696000025881533,1,1,0
4198696000025890006,1,1,0
4198696000003952096,3,1,2
4198696000026045910,1,1,0
4198696000026124960,2,2,0
4198696000026136194,1,1,0
4198696000026192254,2,2,0
4198696000026192109,1,1,0
4198696000026351248,1,1,0
4198696000026474235,1,1,0
4198696000001614590,4,2,2
4198696000012057242,5,4,1
4198696000026656662,1,1,0
4198696000026656107,1,1,0
4198696000000791046,6,6,0
4198696000026698016,1,1,0
4198696000026698294,1,1,0
4198696000026698283,3,3,0
4198696000000137728,54,5,49
4198696000026728501,4,3,1
4198696000000670596,9,3,6
4198696000016302207,2,1,1
4198696000014238736,2,1,1
4198696000001407938,3,2,1
4198696000027366338,2,2,0
4198696000027374795,1,1,0
4198696000008457390,4,2,2
4198696000027633112,1,1,0
4198696000000677062,50,6,44
4198696000001086394,6,2,4
4198696000027754839,1,1,0
4198696000024047764,50,31,19
4198696000000862174,17,11,6
4198696000001615184,4,2,2
4198696000028021931,1,1,0
4198696000025661354,3,3,0
4198696000028012458,1,1,0
4198696000028115180,2,2,0
4198696000018627998,30,1,29
4198696000000139051,30,10,20
4198696000028282004,1,1,0
4198696000000863137,5,2,3
4198696000000141238,40,1,39
4198696000001086466,12,6,6
4198696000028303561,4,4,0
4198696000028385624,1,1,0
4198696000028506001,2,2,0
4198696000000862633,16,12,4
4198696000015464877,30,3,27
4198696000004417907,101,2,99
4198696000028795803,3,3,0
4198696000028825005,1,1,0
4198696000028910427,2,2,0
4198696000028927686,2,2,0
4198696000000863002,4,3,1
4198696000000670245,5,4,1
4198696000018668070,30,3,27
4198696000029035707,4,4,0
4198696000018668007,30,6,24
4198696000029259007,1,1,0
4198696000001046199,6,3,3
4198696000029801259,1,1,0
4198696000029417238,1,1,0
4198696000029822486,1,1,0
4198696000004417655,104,41,63
4198696000000138142,50,5,45
4198696000004417709,50,5,45
4198696000000861778,7,3,4
4198696000000862399,10,7,3
4198696000004417835,50,28,22
4198696000001407911,2,2,0
4198696000001089199,114,58,56
4198696000000143344,61,31,30
4198696000000139699,1000,17,983
4198696000000140572,100,21,79
4198696000004421511,50,7,43
4198696000007811732,201,28,173
4198696000004421745,110,6,104
4198696000004417790,50,6,44
4198696000015464994,30,7,23
4198696000015465390,29,8,21
4198696000012360336,8,4,4
4198696000000138646,6,5,1
4198696000000897909,3,2,1
4198696000004417952,100,3,97
4198696000015464634,30,2,28
4198696000000144658,16,15,1
4198696000007811993,200,4,196
4198696000015464688,32,5,27
4198696000021076271,4,2,2
4198696000017767388,6,4,2
4198696000007811777,200,6,194
4198696000019827685,3,3,0
4198696000001045920,5,4,1
4198696000029885446,1,1,0
4198696000029313502,20,2,18
4198696000030025473,1,1,0
4198696000030016784,2,2,0
4198696000030124441,2,1,1
4198696000030111938,1,1,0
4198696000030199588,1,1,0
4198696000030354552,2,2,0
4198696000030354682,1,1,0
4198696000001046019,5,1,4
4198696000030710313,2,2,0
4198696000030710645,1,1,0
4198696000018627872,30,2,28
4198696000031093225,1,1,0
4198696000031243073,1,1,0
4198696000031243394,1,1,0
4198696000031370496,1,1,0
4198696000031479197,1,1,0
4198696000031465608,2,2,0
4198696000031465878,1,1,0
4198696000031591243,1,1,0
4198696000031531489,100,1,99
4198696000031773240,1,1,0
4198696000032048850,1,1,0
4198696000030418059,1,1,0
4198696000032412009,1,1,0
4198696000012152967,4,2,2
4198696000012152010,4,5,-1
4198696000007811984,200,6,194
4198696000032310575,1,1,0
4198696000000898242,2,1,1
4198696000033413716,2,2,0
4198696000000862732,5,1,4
4198696000012342041,4,2,2
4198696000003952874,3,2,1
4198696000000864883,9,3,6
4198696000025087246,2,2,0
4198696000000136855,6,2,4
4198696000032970281,2,2,0
4198696000033569438,2,2,0
4198696000033573811,1,1,0
4198696000000677935,2,2,0
4198696000000677656,4,2,2
4198696000000679510,12,7,5
4198696000000865954,4,3,1
4198696000000863398,6,2,4
4198696000000898539,5,1,4
4198696000001614329,2,1,1
4198696000001611827,14,10,4
4198696000001612376,2,1,1
4198696000001791185,2,2,0
4198696000004483187,1,1,0
4198696000004850332,2,2,0
4198696000010840062,1,1,0
4198696000011533729,7,6,1
4198696000011718484,1,1,0
4198696000012946963,2,2,0
4198696000013514009,4,4,0
4198696000013845458,2,2,0
4198696000023558723,1,1,0
4198696000023999550,2,2,0
4198696000026966916,2,2,0
4198696000001096520,3,1,2
4198696000003059042,14,9,5
4198696000004126999,36,28,8
4198696000009874213,1,1,0
4198696000010328809,1,1,0
4198696000016620221,6,3,3
4198696000018786257,6,6,0
4198696000019671390,9,3,6
4198696000019671637,1,1,0
4198696000019870482,1,1,0
4198696000023124082,1,1,0
4198696000023351729,1,1,0
4198696000000679348,12,4,8
4198696000012176916,4,2,2
4198696000028326386,21,18,3
4198696000000899322,64,40,24
4198696000015464796,30,3,27
4198696000016879230,3,3,0
4198696000000836178,12,3,9
4198696000000139330,21,2,19
4198696000000669741,27,22,5
4198696000000679312,27,27,0
4198696000000679699,16,16,0
4198696000000863371,20,2,18
4198696000000866089,4,2,2
4198696000000861832,18,14,4
4198696000000899547,12,3,9
4198696000000899718,14,4,10
4198696000001040158,41,1,40
4198696000001407650,6,5,1
4198696000001407443,3,2,1
4198696000001613825,4,2,2
4198696000001900015,1,1,0
4198696000003211040,1,1,0
4198696000003944135,1,1,0
4198696000003952521,6,3,3
4198696000004126910,2,2,0
4198696000004417916,100,2,98
4198696000004906330,5,3,2
4198696000005207415,3,1,2
4198696000005304414,1,1,0
4198696000005662119,2,2,0
4198696000005905076,1,1,0
4198696000006040407,1,1,0
4198696000006102115,1,1,0
4198696000006389657,8,6,2
4198696000006583518,1,1,0
4198696000006703702,3,3,0
4198696000007027177,14,6,8
4198696000007471660,4,3,1
4198696000008906363,3,3,0
4198696000010617424,1,1,0
4198696000011277048,8,1,7
4198696000012114283,19,6,13
4198696000012372000,8,2,6
4198696000013383976,5,5,0
4198696000015063480,2,1,1
4198696000015164327,2,2,0
4198696000015745239,4,4,0
4198696000019996001,3,2,1
4198696000023704717,1,1,0
4198696000026043066,1,1,0
4198696000026546424,1,1,0
4198696000000864811,10,3,7
4198696000029007622,2,2,0
4198696000019067485,4,2,2
4198696000000836160,12,3,9
4198696000000860824,17,11,6
4198696000001615310,8,4,4
4198696000007250157,2,2,0
4198696000008585201,4,3,1
4198696000008672824,4,2,2
4198696000010341184,3,1,2
4198696000012240115,10,4,6
4198696000000141148,36,,36
4198696000000140680,10,,10
4198696000000137665,50,,50
4198696000000138160,50,,50
4198696000000138124,50,,50
4198696000000139573,30,,30
4198696000000137854,50,,50
4198696000000143065,20,,20
4198696000000140077,8,,8
4198696000000140122,10,,10
4198696000000136585,6,,6
4198696000000138502,5,,5
4198696000000142840,20,,20
4198696000000142741,20,,20
4198696000000602401,84,,84
4198696000000670335,2,,2
4198696000000678457,4,,4
4198696000000677665,2,,2
4198696000000676945,10,,10
4198696000000677143,10,,10
4198696000000679123,12,,12
4198696000000861274,2,,2
4198696000000865801,2,,2
4198696000000863596,20,,20
4198696000000861625,3,,3
4198696000000863740,4,,4
4198696000000865351,2,,2
4198696000000860707,2,,2
4198696000000899412,2,,2
4198696000000898638,5,,5
4198696000000898665,5,,5
4198696000000898683,5,,5
4198696000000897225,2,,2
4198696000000897324,1,,1
4198696000000897405,1,,1
4198696000000897747,2,,2
4198696000000898107,2,,2
4198696000000898413,1,,1
4198696000001045911,5,,5
4198696000001045965,5,,5
4198696000001046559,5,,5
4198696000001046622,5,,5
4198696000001039681,120,,120
4198696000001039924,6,,6
4198696000001040041,40,,40
4198696000001040167,40,,40
4198696000001040446,30,,30
4198696000001040608,1,,1
4198696000001040662,1,,1
4198696000001040851,10,,10
4198696000001096592,3,,3
4198696000001407767,2,,2
4198696000001407659,1,,1
4198696000001407587,1,,1
4198696000001407353,2,,2
4198696000001407128,2,,2
4198696000001613978,1,,1
4198696000001614617,2,,2
4198696000001614716,2,,2
4198696000001612934,2,,2
4198696000001611566,4,,4
4198696000004629390,200,,200
4198696000005166290,1,,1
4198696000007542025,4,,4
4198696000008585050,1,,1
4198696000008585219,1,,1
4198696000008804106,6,,6
4198696000009305265,1,,1
4198696000010795308,2,,2
4198696000011064272,1,,1
4198696000011482207,2,,2
4198696000011490058,1,,1
4198696000012114582,4,,4
4198696000012176925,4,,4
4198696000012182394,2,,2
4198696000012190641,2,,2
4198696000012225037,4,,4
4198696000012342830,2,,2
4198696000012342857,2,,2
4198696000012342983,2,,2
4198696000012417942,1,,1
4198696000012819441,1,,1
4198696000013157033,4,,4
4198696000013582871,1,,1
4198696000014070086,2,,2
4198696000015464967,30,,30
4198696000015950903,2,,2
4198696000016210734,4,,4
4198696000017826479,4,,4
4198696000018200458,24,,24
4198696000018731478,4,,4
4198696000018739114,1,,1
4198696000018627791,50,,50
4198696000019067271,1,,1
4198696000020636748,1,,1
4198696000021205650,16,,16
4198696000023545925,4,,4
4198696000029435594,1,,1
4198696000031456720,1,,1
4198696000031531664,30,,30
4198696000032257038,1,,1
4198696000000513111,50,,50
4198696000000144073,20,,20
4198696000000144145,20,,20
4198696000000141679,50,,50
4198696000000141877,12,,12
4198696000000513165,10,,10
4198696000000588268,20,,20
4198696000000678781,5,,5
4198696000000864415,2,,2
4198696000000898836,2,,2
4198696000001040644,1,,1
4198696000001086385,6,,6
4198696000001096367,3,,3
4198696000001407056,2,,2
4198696000001613402,1,,1
4198696000001612241,2,,2
4198696000001611701,4,,4
4198696000004629659,100,,100
4198696000007811840,300,,300
4198696000012886001,1,,1
4198696000016373136,2,,2
4198696000016879450,2,,2
4198696000018200467,24,,24
4198696000000678331,2,,2
4198696000000897639,1,,1
4198696000000137476,51,3,48
4198696000000137719,50,1,49
4198696000000138043,52,2,50
4198696000000140230,10,2,8
4198696000000137026,56,9,47
4198696000000136549,6,2,4
4198696000000143326,20,1,19
4198696000000143263,20,3,17
4198696000000138484,5,2,3
4198696000000138592,155,6,149
4198696000000139249,10,1,9
4198696000000143596,10,2,8
4198696000000139339,20,1,19
4198696000000139393,30,2,28
4198696000000513174,11,1,10
4198696000000143362,61,17,44
4198696000000140509,50,1,49
4198696000000602437,114,102,12
4198696000000670263,23,20,3
4198696000000669984,4,1,3
4198696000000669840,5,1,4
4198696000000670623,2,1,1
4198696000000679006,15,13,2
4198696000000679015,4,2,2
4198696000000679087,5,5,0
4198696000000678970,11,8,3
4198696000000677224,1,1,0
4198696000000677683,2,1,1
4198696000000677872,12,4,8
4198696000000862552,11,7,4
4198696000000862723,7,6,1
4198696000000860725,10,2,8
4198696000000860743,7,3,4
4198696000000860914,11,9,2
4198696000000861508,17,12,5
4198696000000863389,7,4,3
4198696000000865990,3,1,2
4198696000000866017,10,9,1
4198696000000862066,8,6,2
4198696000000863659,6,2,4
4198696000000864343,5,3,2
4198696000000864442,8,3,5
4198696000000860572,3,1,2
4198696000000860644,5,4,1
4198696000000899673,6,2,4
4198696000000898008,1,1,0
4198696000000898089,1,1,0
4198696000000898206,2,2,0
4198696000000898287,1,1,0
4198696000001045452,3,1,2
4198696000001045785,5,1,4
4198696000001045893,4,1,3
4198696000001046181,5,1,4
4198696000001048230,20,3,17
4198696000001048302,10,10,0
4198696000001089352,1,0.5,0.5
4198696000001086349,16,7,9
4198696000001096421,3,1,2
4198696000001197118,2,2,0
4198696000001481284,3,1,2
4198696000001408352,15,13,2
4198696000001408226,2,1,1
4198696000001406453,7,5,2
4198696000001407182,8,7,1
4198696000001406435,3,1,2
4198696000001613942,3,3,0
4198696000001614086,3,1,2
4198696000001614437,6,5,1
4198696000001614959,10,6,4
4198696000001615202,15,11,4
4198696000001613348,5,3,2
4198696000001613510,2,1,1
4198696000001613564,5,3,2
4198696000001613681,15,13,2
4198696000001612268,4,2,2
4198696000001612412,4,1,3
4198696000001612736,4,3,1
4198696000001610576,8,3,5
4198696000001610765,6,5,1
4198696000001610846,8,7,1
4198696000001610999,6,2,4
4198696000001611224,12,8,4
4198696000001611233,4,1,3
4198696000001611575,14,12,2
4198696000001610414,9,5,4
4198696000001630956,2,2,0
4198696000001674251,12,7,5
4198696000001674796,12,11,1
4198696000001674850,4,4,0
4198696000001715043,1,1,0
4198696000002345154,1,1,0
4198696000002427066,2,2,0
4198696000002566280,1,1,0
4198696000002574076,14,9,5
4198696000002574085,5,4,1
4198696000002572914,7,4,3
4198696000000865252,2,2,0
4198696000002859030,7,5,2
4198696000002859992,2,2,0
4198696000003100052,6,3,3
4198696000003100157,5,4,1
4198696000003168304,1,1,0
4198696000003252224,8,4,4
4198696000003252148,1,1,0
4198696000003159142,4,1,3
4198696000003338605,2,2,0
4198696000003375229,1,1,0
4198696000003396045,1,1,0
4198696000003396942,1,1,0
4198696000003484151,7,7,0
4198696000003894042,6,6,0
4198696000003937759,1,1,0
4198696000003972313,1,1,0
4198696000004015523,1,1,0
4198696000004015738,1,1,0
4198696000004045091,1,1,0
4198696000004093381,6,6,0
4198696000004126740,12,2,10
4198696000004126981,26,18,8
4198696000004150016,132,104,28
4198696000004224035,1,1,0
4198696000004224212,1,1,0
4198696000004325077,10,6,4
4198696000004546143,2,2,0
4198696000004421331,100,1,99
4198696000004592069,1,1,0
4198696000003952305,10,6,4
4198696000003952123,7,5,2
4198696000004628557,5,1,4
4198696000004618830,2,2,0
4198696000004630532,1,1,0
4198696000004630744,3,3,0
4198696000004629776,100,2,98
4198696000004630019,200,1,199
4198696000004630055,200,1,199
4198696000004777023,15,13,2
4198696000004850931,2,2,0
4198696000004906352,9,7,2
4198696000004906787,2,2,0
4198696000004993385,5,4,1
4198696000004993731,2,2,0
4198696000004997004,2,2,0
4198696000005012190,1,1,0
4198696000005037057,1,1,0
4198696000005138044,1,1,0
4198696000005166755,3,3,0
4198696000005180129,1,1,0
4198696000005326329,4,4,0
4198696000005432001,21,17,4
4198696000005433059,1,1,0
4198696000005622200,39,17,22
4198696000005639395,2,2,0
4198696000005639470,1,1,0
4198696000005698295,4,4,0
4198696000005829668,3,3,0
4198696000005387692,6,2,4
4198696000005922050,1,1,0
4198696000006141566,3,3,0
4198696000006129168,3,1,2
4198696000006449346,8,5,3
4198696000006532340,2,2,0
4198696000006532466,1,1,0
4198696000006545480,15,9,6
4198696000006616415,2,1,1
4198696000006201019,1,1,0
4198696000006693311,1,1,0
4198696000006780180,7,3,4
4198696000006792203,1,1,0
4198696000006904038,2,2,0
4198696000006945272,1,1,0
4198696000007471651,1,1,0
4198696000008012461,1,1,0
4198696000008457084,1,1,0
4198696000008457323,9,6,3
4198696000008815132,3,1,2
4198696000008672769,1,1,0
4198696000008901465,1,1,0
4198696000008973165,2,2,0
4198696000009002317,3,3,0
4198696000007811552,120,2,118
4198696000007811813,200,200,0
4198696000009101034,7,7,0
4198696000009101658,3,3,0
4198696000009029596,3,2,1
4198696000009249010,2,2,0
4198696000009282010,2,2,0
4198696000009404010,2,2,0
4198696000009719558,6,4,2
4198696000009774781,32,32,0
4198696000009780178,2,2,0
4198696000010046829,8,7,1
4198696000010084637,4,3,1
4198696000010185347,1,1,0
4198696000010084727,8,2,6
4198696000010636297,1,1,0
4198696000010661466,2,2,0
4198696000010661741,2,2,0
4198696000010767406,1,1,0
4198696000010805181,50,2,48
4198696000010805604,201,1,200
4198696000010936065,2,2,0
4198696000010840212,6,3,3
4198696000011295178,8,6,2
4198696000011298414,27,20,7
4198696000011107129,11,11,0
4198696000011316311,22,19,3
4198696000011364058,2,2,0
4198696000011490098,2,1,1
4198696000011594764,1,1,0
4198696000011638263,2,2,0
4198696000011843852,10,5,5
4198696000011718642,1,1,0
4198696000011718355,2,2,0
4198696000011856065,4,2,2
4198696000012033274,2,2,0
4198696000012040649,1,1,0
4198696000012057175,12,1,11
4198696000012103941,18,12,6
4198696000012114785,4,4,0
4198696000012172239,4,1,3
4198696000012190650,2,1,1
4198696000012272162,1,1,0
4198696000012371073,4,4,0
